filename,head,lemma,raw_relation,raw_score,new_relation,new_score,difference
Vrai planteur martiniquais_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Queues de langouste à l_américaine façon grand chef_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Terrine médiévale de Messire Lolek_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Soupe thaïlandaise aux crevettes (Tom Yam Goong)_merged.csv,eau,bouillon,r_associated,26.0,r_holo,26.0,0.0
Apéritif vin d_orange_merged.csv,couper,fruit,r_agent,30.0,r_instr,30.0,0.0
Chop suey (poulet ou porc)_merged.csv,eau,bouillon,r_associated,26.0,r_holo,26.0,0.0
Bavette cuite au four et aux oignons_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Poulet Massala_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Riz à l_indienne_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Ambassadeur_merged.csv,couleur,crème,r_associated,63.0,r_hypo,63.0,0.0
Pizza aux légumes_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Quatre-quarts au chocolat_merged.csv,cake,four,r_associated,33.0,r_lieu,32.0,-1.0
Salade thaïlandaise légère_merged.csv,ingrédient,sauce,r_associated,28.0,r_holo,28.0,0.0
Crumble aux fruits sans farine et sans beurre_merged.csv,couper,fruit,r_agent,30.0,r_instr,30.0,0.0
Filet de taureau Camargue à la sarriette_merged.csv,sel,fin,r_associated,62.0,r_carac,60.0,-2.0
Gâteau de gaufres au sirop_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
L_embuscade_merged.csv,sirop,citron,r_associated,117.0,r_hypo,112.0,-5.0
Napolitain facile_merged.csv,cacao,poudre,r_associated,104.0,r_hypo,101.0,-3.0
Tarte aux prunes à ma façon_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Quiche aux blettes_merged.csv,œuf,crème,r_associated,30.0,r_similar,29.0,-1.0
Salade chaude aux gésiers_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Tiramisu (recette originale)_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Galiflette à l_Andouille par une Bretonne_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Galiflette à l_Andouille par une Bretonne_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
"Pommes de terre ultra croustillantes au fromage de brebis, chips de chorizo et olives_merged.csv",sel,fin,r_associated,62.0,r_carac,60.0,-2.0
Blondie au thé matcha et chocolat blanc_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Rosbif aux oignons et pommes de terre au paprika_merged.csv,oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
Seffa aux cheveux d_anges_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Lasagnes italiennes maison_merged.csv,lait,parmesan,r_domain-1,29.0,r_hypo,28.0,-1.0
Lasagnes italiennes maison_merged.csv,moitié,deuxième,r_associated,31.0,r_carac,31.0,0.0
Pain de chien (pudding)_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Banana Bread 100_ antigaspi_merged.csv,chair,banane,r_associated,28.0,r_holo,28.0,0.0
Cake au citron et sirop d_érable_merged.csv,cake,four,r_associated,33.0,r_lieu,32.0,-1.0
Choux farcis par Laurent Mariotte_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Berawecka_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Berawecka_merged.csv,couper,fruit,r_agent,30.0,r_instr,30.0,0.0
Pâtes aux coques et palourdes_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Baeckeoffe_merged.csv,poser,couvercle,r_patient,30.0,r_instr,29.0,-1.0
Riz au lait crémeux_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
salade verte améliorée_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Cookies à l_okara d_avoine & éclats de peaux de banane caramélisées_merged.csv,chair,banane,r_associated,28.0,r_holo,28.0,0.0
Cuisson des coques_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Crêpes de chandeleur_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
"Poulet et légumes, sauce curry-tandoori et lait de coco_merged.csv",raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
pommes rôties sur canapés_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Gésiers confits de canard_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Basse côte grillée et sauce tartare de Laurent Mariotte_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Carbonara traditionnelle_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Spaghetti carbonara_merged.csv,fromage,parmesan,r_associated,122.0,r_hypo,118.0,-4.0
Courge butternut farcie par Laurent Mariotte_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Chop Suey de poulet_merged.csv,oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
Coupe ananas_merged.csv,couper,fruit,r_agent,30.0,r_instr,30.0,0.0
"Salade de fruits exotiques _ fruit du dragon, mangue, ananas..._merged.csv",fraise,fruit,r_associated,486.0,r_isa,472.0,-14.0
Civet de Sanglier à la bourguignonne_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
La pâte à galettes de blé noir traditionnelle_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Tarte aux noix de pécan_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Baeckehoffe (la meilleure recette de ma grand mère!!)_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Jalousie aux pommes facile_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Lait chaud au chocolat et épices de Noël_merged.csv,cacao,poudre,r_associated,104.0,r_hypo,101.0,-3.0
"Ravioles de langoustines au céleri branche, raifort et citron confit, foie gras juste grillé, bouillon à la verveine, tuile dentelle, fleurs de bourrache_merged.csv",sel,fin,r_associated,62.0,r_carac,60.0,-2.0
Champignons farcis au Airfryer_merged.csv,fromage,parmesan,r_associated,122.0,r_hypo,118.0,-4.0
Tartare de thon rouge_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
"Cake aux tomates séchées, thym et tapenade_merged.csv",cake,four,r_associated,33.0,r_lieu,32.0,-1.0
Gratin de courge butternut_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
La saucisse au four_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
banoffee pie facile au mascarpone_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
"Salade de haricots blancs, vinaigrette tomatée par Laurent Mariotte_merged.csv",sel,gros,r_associated,60.0,r_carac,60.0,0.0
"Salade de haricots blancs, vinaigrette tomatée par Laurent Mariotte_merged.csv",sel,fin,r_associated,62.0,r_carac,60.0,-2.0
"Sardines grillées, en noir et blanc par Laurent Mariotte_merged.csv",sel,gros,r_associated,60.0,r_carac,60.0,0.0
Tiramatcha (tiramisu salé)_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Diplomate brioché_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Rouleaux de printemps rapide_merged.csv,eau,bouillon,r_associated,26.0,r_holo,26.0,0.0
Terrine d_asperges vertes au fromage ail et fines herbes_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Tarte au fromage blanc sans pâte (pour Flexipan)_merged.csv,fromage,pâte,r_associated,33.0,r_has_part,32.0,-1.0
Anneaux de calamars à la méridionale_merged.csv,oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
Noix de St-Jacques d_Auguste_merged.csv,noix,coquille,r_associated,72.0,r_lieu,69.0,-3.0
Gâteau marbré recette de grand-mère au Thermomix_merged.csv,cacao,poudre,r_associated,104.0,r_hypo,101.0,-3.0
"Côte de bœuf, panais rôtis et sa purée de topinambour_merged.csv",sel,gros,r_associated,60.0,r_carac,60.0,0.0
Boeuf Wellington  au Airfryer_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Pot-au-feu facile au Monsieur Cuisine_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Vin d_oranges de la Grive_merged.csv,couper,fruit,r_agent,30.0,r_instr,30.0,0.0
"Tarte au chèvre, aux oeufs et aux épinards frais_merged.csv",salade,vert,r_associated,30.0,r_carac,30.0,0.0
Croque-Monsieur au Chaussée aux Moines_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Capuccino glacé_merged.csv,cacao,poudre,r_associated,104.0,r_hypo,101.0,-3.0
Mont d_or chaud (Franche-Comté)_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Burger maison_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
"Panettone, recette secrète_merged.csv",raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Salade au poulet piquant_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Nouille Udon au lait de coco_merged.csv,goût,salé,r_associated,103.0,r_hypo,101.0,-2.0
Toast fondants d_époisses sur pain d_épices_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Gratin de poisson et de fruits de mer_merged.csv,crème,plat,r_associated,59.0,r_lieu,59.0,0.0
Julienne au four et purée de patates douces_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Gratin de pommes de terre aux lardons et fromage_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Confiture de clémentines (Corse)_merged.csv,déguster,fruit,r_agent,30.0,r_instr,30.0,0.0
Salade de papaye verte (Laos)_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Vin chaud aux épices (Alsace)_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Plat de charcuterie maison_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Tiramisu au thé matcha et au citron bergamote_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Préparation pour fondue chinoise facile_merged.csv,eau,bouillon,r_associated,26.0,r_holo,26.0,0.0
Vol-au-vent à ma façon_merged.csv,eau,bouillon,r_associated,26.0,r_holo,26.0,0.0
Salade très fraîche et snow (labneh) de Julien Sebbag_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Filets de julienne à la moutarde à l_ancienne_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Boisson miraculeuse d_Elvire à la mélisse_merged.csv,poser,couvercle,r_patient,30.0,r_instr,29.0,-1.0
Onglet de veau aux épices_merged.csv,fond,farine,r_associated,30.0,r_has_part,30.0,0.0
Tiramisu à la confiture de châtaigne_merged.csv,cacao,poudre,r_associated,104.0,r_hypo,101.0,-3.0
Fajitas de poulet au Companion_merged.csv,oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
Joues de porc confites au cidre_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Tiramisu au lemon curd (13ème rencontre)_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Curry de veau_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Cake anglais aux fruits confits_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Salame al cioccolato (saucisson au chocolat)_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Rollmops boulonnais_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Cookie dough en bouchées_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Cookies vegan aux pépites de chocolat_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Gâteau marbré (recette de grand-mère)_merged.csv,cake,four,r_associated,33.0,r_lieu,32.0,-1.0
Pot-au-feu facile au Thermomix_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Pâté de couenne_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Quiche chèvre lardons_merged.csv,bûche,oeuf,r_associated,15.0,r_has_part,15.0,0.0
"soupe de fraises à la violette, glace aux amandes_merged.csv",fraise,sirop,r_associated,121.0,r_isa,117.0,-4.0
Taboulé rapide_merged.csv,oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
Taboulé rapide_merged.csv,poser,couvercle,r_patient,30.0,r_instr,29.0,-1.0
Flans de tomates au banon_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Cranachan cake (Tradition Ecossaise)_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Crevettes à l_infusion de tilleul_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Bäckeoffe à l_alsacienne_merged.csv,queue,pomme,r_associated,29.0,r_holo,28.0,-1.0
mince pie_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Confiture de tamarin_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Tagliatelles au curry_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
"Risotto poulet, saucisse, chorizo_merged.csv",oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
Soupe joumou à l_haïtienne_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Rôti de veau en cocotte aux champignons_merged.csv,fond,sel,r_associated,30.0,r_has_part,30.0,0.0
Griwech algérien_merged.csv,former,forme,r_associated,60.0,r_instr,60.0,0.0
Vinaigrette au roquefort_merged.csv,oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
Pièce montée_merged.csv,paroi,casserole,r_associated,29.0,r_holo,28.0,-1.0
Rôti de porc facile à la confiture de prunes_merged.csv,prune,fruit,r_associated,396.0,r_isa,380.0,-16.0
Profiteroles maison_merged.csv,paroi,casserole,r_associated,29.0,r_holo,28.0,-1.0
Bœuf séché maison_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Bifanas (Portugal)_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Mendiants au chocolat (très facile)_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Tajine de poulet à la marocaine au Cookeo_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Blanquette de veau facile et légère_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Soupe à la cocotte-minute_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Entremet tout chocolat_merged.csv,cacao,poudre,r_associated,104.0,r_hypo,101.0,-3.0
Maquereaux froids au vin blanc_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Cake à la ratatouille_merged.csv,cake,four,r_associated,33.0,r_lieu,32.0,-1.0
Barres de céréales maison_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Magret de canard sauce aux poivres_merged.csv,fond,poivre,r_associated,30.0,r_has_part,30.0,0.0
Cou de canard ou d_oie farçis_merged.csv,sel,fin,r_associated,62.0,r_carac,60.0,-2.0
"Butternut rôti et farci _ pois chiches, petit épeautre, datte, menthe, noix de cajou et groseille-sauce gravy au sirop d’érable-neige de sapin_merged.csv",sel,fin,r_associated,62.0,r_carac,60.0,-2.0
"Butternut rôti et farci _ pois chiches, petit épeautre, datte, menthe, noix de cajou et groseille-sauce gravy au sirop d’érable-neige de sapin_merged.csv",sel,gros,r_associated,60.0,r_carac,60.0,0.0
Gratin de courge au Thermomix_merged.csv,remplir,bol,r_patient,31.0,r_instr,31.0,0.0
Marmite Espagnole au Cookeo_merged.csv,oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
Gratin Dauphinois par Laurent Mariotte_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Tiramisu nutella banane_merged.csv,cacao,poudre,r_associated,104.0,r_hypo,101.0,-3.0
Fromage de tête de porc maison_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Agneau au Zaatar confit et ses petites pommes de terre glacées au four_merged.csv,oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
Galette de quinoa à la sauce tomate_merged.csv,eau,bouillon,r_associated,26.0,r_holo,26.0,0.0
Soupe aux haricots pinto_merged.csv,oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
"Yaourt à la grecque, miel et noix_merged.csv",couper,fruit,r_agent,30.0,r_instr,30.0,0.0
Giraumon farci_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Gnudis sauce au parmesan_merged.csv,lait,parmesan,r_domain-1,29.0,r_hypo,28.0,-1.0
Bûche de Noel chocolat framboise sans gluten et sans lactose_merged.csv,cacao,poudre,r_associated,104.0,r_hypo,101.0,-3.0
Pommes de terre aux épices de Kabita par Laurent Mariotte et Sonia Ezgulian_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Pommes de terre aux épices de Kabita par Laurent Mariotte et Sonia Ezgulian_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Aligot à l_ancienne_merged.csv,paroi,casserole,r_associated,29.0,r_holo,28.0,-1.0
Brochette de la mer exotique_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Pâté de foies de volaille_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Crevettes au curry au lait de coco_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Pomme de terre au four_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Mince pie (mince meat)_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Mince pie (mince meat)_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Tapioca au lait de coco d_Elodie_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Tarte au Morbier_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Galette de sarrasin sauce chocolat par Laurent Mariotte_merged.csv,ingrédient,sauce,r_associated,28.0,r_holo,28.0,0.0
CHOU ROUGE CUIT_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Bouchons réunionnais_merged.csv,oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
"Cookies healthy (avoine, noix de coco, beurre de cacahuete)_merged.csv",sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Milk-shake choco-coco_merged.csv,cacao,poudre,r_associated,104.0,r_hypo,101.0,-3.0
Filet mignon séché_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Porridge_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Salade d_avocat au citron vert_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Suppli_al telefono (croquettes de riz à la mozzarella)_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Tarte aux carottes et bleu d_Auvergne_merged.csv,eau,bouillon,r_associated,26.0,r_holo,26.0,0.0
Tarte aux carottes et bleu d_Auvergne_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Tiramisu Baileys_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Ragout de Gombos ou Okras_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Ragout de Gombos ou Okras_merged.csv,oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
Ragout de Gombos ou Okras_merged.csv,sel,fin,r_associated,62.0,r_carac,60.0,-2.0
Lentilles et saucisses de Morteau à ma façon_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Filet mignon de biche_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Socca niçoise au four_merged.csv,sel,fin,r_associated,62.0,r_carac,60.0,-2.0
Filets de panga à l_espagnole_merged.csv,poivre,piment,r_syn,60.0,r_holo,60.0,0.0
Mijoté de veau au vin blanc_merged.csv,oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
Feuilleté courgettes poulet chèvre aux épices_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Petits farcis_merged.csv,oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
Wraps sucrés_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Suprême de patidoux_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Entrecôte confite _ un secret de famille_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Kebab capucin à l_effiloché d_agneau_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Tartare de daurade au citron_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
"Céviche de maquereau au kumquat, ratatouille de pêches, concombres et pomme granny - amandes fraiches - eau de tomates à la verveine_merged.csv",sel,fin,r_associated,62.0,r_carac,60.0,-2.0
"Bagels au saumon, fromage frais, oignon et ciboulette_merged.csv",oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
Salambo_merged.csv,paroi,casserole,r_associated,29.0,r_holo,28.0,-1.0
Pâtes aux cèpes_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Poulet boucané de Guadeloupe_merged.csv,sauce,ail,r_associated,37.0,r_has_part,36.0,-1.0
Bouchées à la reine maison_merged.csv,poser,couvercle,r_patient,30.0,r_instr,29.0,-1.0
Duo d’endives en makis_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Smoothie bowl fruit du dragon et framboises_merged.csv,couper,fruit,r_agent,30.0,r_instr,30.0,0.0
Tuiles au Parmesan et au pavot (5ème rencontre)_merged.csv,former,forme,r_associated,60.0,r_instr,60.0,0.0
Muesli énergie_merged.csv,amande,pignon,r_associated,29.0,r_hypo,28.0,-1.0
Muesli énergie_merged.csv,couper,fruit,r_agent,30.0,r_instr,30.0,0.0
Joues de porc au cidre et miel_merged.csv,fond,farine,r_associated,30.0,r_has_part,30.0,0.0
Pommes de terre au corned beef_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Tarte banane très simple_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Pommes de terre gratinées à la Fourme d_Ambert_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Couscous végétarien facile_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Salade de concombre à la japonaise_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Pho ga (soupe de poulet vietnamienne) facile_merged.csv,eau,bouillon,r_associated,26.0,r_holo,26.0,0.0
Mix grill de brochettes par Laurent Mariotte_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Petit kéké à la crème_merged.csv,cacao,poudre,r_associated,104.0,r_hypo,101.0,-3.0
Cheesecake chocolat blanc framboises_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Paëlla veritable recette de Valencia_merged.csv,bord,plat,r_associated,27.0,r_holo,27.0,0.0
Bavette de boeuf poireaux et curry_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Saucisson de Lyon brioché_merged.csv,cake,four,r_associated,33.0,r_lieu,32.0,-1.0
"Cake aux petits pois, citron et herbes_merged.csv",lait,parmesan,r_domain-1,29.0,r_hypo,28.0,-1.0
Cheveux d_anges sucrés à la marocaine_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Pizza aux deux jambons_merged.csv,épice,pizza,r_associated,26.0,r_holo,26.0,0.0
Biscuit anglais au chocolat_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Egg mcmuffin_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Haricots rouges à la créole_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Haricots rouges à la créole_merged.csv,velouté,crémeux,r_associated,26.0,r_carac,26.0,0.0
Rocky Road de Pâques_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
rognons de porc_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Fromage de chèvre ou de vache avec la fromagère_merged.csv,sel,fin,r_associated,62.0,r_carac,60.0,-2.0
Pot-au-feu facile au Cookeo_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Confiture d_abricot vanillée_merged.csv,écraser,fruit,r_agent,30.0,r_instr,30.0,0.0
Purée de patates douces et de chouchou (ou christophine)_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Phad Thai (nouilles sautées à la Thailandaise)_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Saucisses aux lentilles au Cookeo_merged.csv,oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
Salade de poulet croquante_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Gâteau de riz_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Le véritable boulet à la liégeoise_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Boudin blanc au foie gras pour l_apéro_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Joue de bœuf braisée au cidre façon grand veneur_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Salsifis sautés à la sauce tomate_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
"Tajine d’agneau aux oignons, aux olives violettes et aux citrons confits_merged.csv",sel,gros,r_associated,60.0,r_carac,60.0,0.0
"Tajine d’agneau aux oignons, aux olives violettes et aux citrons confits_merged.csv",oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
Salade haricots verts et pommes de terre au saucisson sec_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Salade haricots verts et pommes de terre au saucisson sec_merged.csv,oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
