filename,head,lemma,raw_relation,raw_score,new_relation,new_score,difference
frisée saveurs d_automne_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Brownie express chocolat éclats de noisettes au micro-ondes_merged.csv,sel,saladier,r_associated,35.0,r_lieu,34.0,-1.0
Crème aux bonbons de caramel_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Croque-monsieur au jambon cru et babybel_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Mijotée de jarret de porc_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Mijotée de jarret de porc_merged.csv,fond,sel,r_associated,30.0,r_has_part,30.0,0.0
"Batbout, petits pains marocains_merged.csv",sel,fin,r_associated,62.0,r_carac,60.0,-2.0
Poêlée d_ananas aux speculoos et glace caramel_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Risotto de poulet au Cookeo_merged.csv,eau,bouillon,r_associated,26.0,r_holo,26.0,0.0
Chausson feuilleté aux lardons-pomme de terre-mozzarella_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Saint-Jacques en petit pain_merged.csv,noix,coquille,r_associated,72.0,r_lieu,69.0,-3.0
Ris de Veau aux champignons_merged.csv,eau,bouillon,r_associated,26.0,r_holo,26.0,0.0
Quiche express aux lardons et champignons_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Wok de udon végétarien_merged.csv,ingrédient,sauce,r_associated,28.0,r_holo,28.0,0.0
Magret de canard au four_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Massale de la mer_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Gratin de ravioles au parmesan de Liza_merged.csv,bord,plat,r_associated,27.0,r_holo,27.0,0.0
Crabe farci à la créole_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Gâteau au yaourt vanille_merged.csv,cake,four,r_associated,33.0,r_lieu,32.0,-1.0
Rigatoni du refuge_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Empanadas_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Kéfir de fruits (type limonade à l_ancienne)_merged.csv,eau,chlore,r_associated,26.0,r_accomp,25.0,-1.0
Délice Choco-Poires Croustillant Praliné_merged.csv,cacao,poudre,r_associated,104.0,r_hypo,101.0,-3.0
Achards de légumes Réunion_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Salade de fruits d_hiver_merged.csv,salade,poire,r_associated,27.0,r_has_part,27.0,0.0
Riz espagnol au four (arroz al horno)_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Jarret de porc demi sel et ragoût de légumes_merged.csv,eau,bouillon,r_associated,26.0,r_holo,26.0,0.0
Fondue au chocolat light au yaourt_merged.csv,couper,fruit,r_agent,30.0,r_instr,30.0,0.0
Les vrais Dango et Daifuku japonais_merged.csv,ingrédient,sauce,r_associated,28.0,r_holo,28.0,0.0
Palets à l_ananas_merged.csv,ananas,frais,r_associated,31.0,r_carac,31.0,0.0
Tarte à la tomate et à la moutarde_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Gâteau choco-sprits_merged.csv,cacao,poudre,r_associated,104.0,r_hypo,101.0,-3.0
Mini césar salade_merged.csv,ingrédient,sauce,r_associated,28.0,r_holo,28.0,0.0
MERVEILLE de SAUMON aux FLEURS_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Lait d_avoine fait maison_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Salade d_endives aux noix et jambon fumé_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Ecrevisses à la nage_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Tajine végétarien (légumes et épices)_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Wok de chou pointu aux crevettes et à la citronnelle façon Bo Bun_merged.csv,eau,bouillon,r_associated,26.0,r_holo,26.0,0.0
Sauce armoricaine facile_merged.csv,ingrédient,sauce,r_associated,28.0,r_holo,28.0,0.0
Rouleaux de saumon fumé sur salade_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
La recettes de semoule pour couscous_merged.csv,sel,fin,r_associated,62.0,r_carac,60.0,-2.0
Tiramisù au Thermomix_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Smoothie bowl banane chocolat_merged.csv,cacao,poudre,r_associated,104.0,r_hypo,101.0,-3.0
Carré d_agneau en croûte d_herbes et pommes de terre en 3 façons_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Panettone (la vraie recette italienne)_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Gratin au munster_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Salade de papaye verte à la sauce aux agrumes_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Pâté de lapin familial_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Escargots ou pains aux raisins de Micheline (26ème rencontre)_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Artichaut vinaigrette_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Langue de boeuf sauce cornichons_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Châtaignes aux feuilles de figuier_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Navarin d_agneau_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Gâteau léger au chocolat_merged.csv,cake,four,r_associated,33.0,r_lieu,32.0,-1.0
Quiche lorraine au lait cru_merged.csv,doré,couleur,r_associated,52.0,r_isa,51.0,-1.0
Oeufs mollets de ma grand-mère_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Smoothie ET fruits_merged.csv,couper,fruit,r_agent,30.0,r_instr,30.0,0.0
Haricots beurre aux lardons et pommes de terre_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Bouchées à la reine aux civelles et girolles_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Tripes à la provençale_merged.csv,mouiller,cognac,r_holo,-25.0,r_patient,-25.0,0.0
Carré d’agneau en croûte d_herbes et de graines au jus de thym et aux légumes nouveaux_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Pâté Limousin revisité_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Comment préparer le radis noir_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Galette de riz au fromage_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Gambas aux black beans (haricots noirs chinois)_merged.csv,ingrédient,sauce,r_associated,28.0,r_holo,28.0,0.0
Meat pie aborigène_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Fraisier (crème pistache)_merged.csv,crème,plat,r_associated,59.0,r_lieu,59.0,0.0
"Gratin de potiron (avec astuce, pour éviter qu_il rende trop d_eau!)_merged.csv",jus,potiron,r_associated,27.0,r_holo,26.0,-1.0
Tortellini au four aux trois fromages_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
"Soupe au poulet, coco, citronnelle_merged.csv",eau,bouillon,r_associated,26.0,r_holo,26.0,0.0
Sangria traditionnelle aux fruits_merged.csv,couper,fruit,r_agent,30.0,r_instr,30.0,0.0
Fettucini au gorgonzola et au parmesan_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Riz au poisson à la libanaise_merged.csv,oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
Riz au poisson à la libanaise_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Salade de poireaux en sauce miso_merged.csv,ingrédient,sauce,r_associated,28.0,r_holo,28.0,0.0
Tajine de veau au safran et aux truffes blanches_merged.csv,oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
Gratin de pommes de terre au Mont d_or_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Vindaye de bulots_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Vindaye de bulots_merged.csv,sel,fin,r_associated,62.0,r_carac,60.0,-2.0
Aubergines à la Parmigiana_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Bulots mayonnaise_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Cake aux rillettes_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Terrine de cerf (ou chevreuil)_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Gésiers en sauce_merged.csv,fond,poivre,r_associated,30.0,r_has_part,30.0,0.0
Côtelettes à l_berdouille (spécialité montoise)_merged.csv,oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
Cake à la polenta_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Aiguillettes de poulet aux morilles et foie gras en chausson_merged.csv,moitié,deuxième,r_associated,31.0,r_carac,31.0,0.0
"Salade d_automne (pommes, épinards, noix)_merged.csv",raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
"Salade d_automne (pommes, épinards, noix)_merged.csv",ingrédient,sauce,r_associated,28.0,r_holo,28.0,0.0
"Salade d_automne (pommes, épinards, noix)_merged.csv",sauce,assaisonnement,r_syn,54.0,r_isa,53.0,-1.0
Gâteau aux 3 chocolats sur fond croustillant au praliné_merged.csv,cacao,poudre,r_associated,104.0,r_hypo,101.0,-3.0
Tajine façon couscous_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Gâteau fruit à pain_merged.csv,couper,fruit,r_agent,30.0,r_instr,30.0,0.0
Côte de boeuf barbecue au gros sel_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Salade de ravioles au saumon_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Carbonnade Flamande_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
cream scones (Irlande)_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Cake à la feta et tomates cerise_merged.csv,cake,four,r_associated,33.0,r_lieu,32.0,-1.0
Fonds d_artichauts gratinés au chèvre_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Fajitas de poulet au Cookeo_merged.csv,oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
Soupe à l_orge perlé_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Bircher muesli_merged.csv,couper,fruit,r_agent,30.0,r_instr,30.0,0.0
Pizza 4 saisons_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Pot-au-feu à l_autocuiseur_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
riz _fond de frigo_ express_merged.csv,fond,sel,r_associated,30.0,r_has_part,30.0,0.0
Véritables flapjacks (recette anglaise)_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Véritables flapjacks (recette anglaise)_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Bouillon de légumes_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Bouchons réunionnais ou vapeurs chinois_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Anguilles ou perches à l_escavèche_merged.csv,oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
Haricot blanc ou Les mogettes de ma maman_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
PLOV OUZBEK_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Bouillabaisse comme à Marseille_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Agneau sauce masalé et son riz_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Pasta alla bottarga_merged.csv,eau,bouillon,r_associated,26.0,r_holo,26.0,0.0
Emincés de poires au banon_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Délicieuses côtes de porc marinées_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Barre de céréales bananes et noix de pécan_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Confiture de brugnons_merged.csv,couper,fruit,r_agent,30.0,r_instr,30.0,0.0
Brioche aux 4 saveurs (façon chinois)_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Cake salé rapide et facile_merged.csv,cake,four,r_associated,33.0,r_lieu,32.0,-1.0
Croque-monsieur allégé_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
"Rôti de porc à l_ail et au thym, rattes au four_merged.csv",sel,gros,r_associated,60.0,r_carac,60.0,0.0
"Crêpes au Sarrasin farcies à l_oeuf, fromage et jambon_merged.csv",salade,vert,r_associated,30.0,r_carac,30.0,0.0
Pizza aux poireaux Sucré Salé_merged.csv,épice,pizza,r_associated,26.0,r_holo,26.0,0.0
Bûche façon Pierre Hermé_merged.csv,couper,fruit,r_agent,30.0,r_instr,30.0,0.0
Bouchées aux fruits de mer et quenelles_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Potage aux légumes et vermicelles_merged.csv,eau,bouillon,r_associated,26.0,r_holo,26.0,0.0
Rôti d_autruche sauce moutarde de meaux à l_ancienne_merged.csv,fond,sel,r_associated,30.0,r_has_part,30.0,0.0
Rôti d_autruche sauce moutarde de meaux à l_ancienne_merged.csv,fond,poivre,r_associated,30.0,r_has_part,30.0,0.0
Stollen rhénan (pain de Noël allemand)_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Poulet curry et oignons facile_merged.csv,oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
Cinnamon rolls de Karine_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Parmigiana Di Melanzane_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Tenders de poulet sauce barbecue au Airfryer_merged.csv,ingrédient,sauce,r_associated,28.0,r_holo,28.0,0.0
"Millet au lait, crumble au sarrasin, caramel au beurre salé_merged.csv",sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Choucroute alsacienne_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Poulet en sauce à ma façon_merged.csv,fond,farine,r_associated,30.0,r_has_part,30.0,0.0
Kadaif de langoustines et bisque maison_merged.csv,oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
Saucisses aux lentilles_merged.csv,oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
Araignées de mer du pêcheur_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Pâtes à la Carbonara aux 4 fromages_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Barbecue coréen_merged.csv,ingrédient,sauce,r_associated,28.0,r_holo,28.0,0.0
Poêlée de St-Jacques et crevettes_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Confiture de Noël aux fruits secs_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Confiture de Noël aux fruits secs_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Salade de Virginie croquante aux légumes_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Daurade au four façon Camila_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Salade au chou blanc_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
grenaille au gros sel de guérande_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Fraise de veau à l_asiatique par Laurent Mariotte_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Nems au poulet et aux crevettes_merged.csv,oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
Gratin de tortis tricolores au thon_merged.csv,oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
Hachis parmentier facile au Airfryer_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Bar à la sauce _de luxe__merged.csv,eau,bouillon,r_associated,26.0,r_holo,26.0,0.0
Cuisses de poulet au four_merged.csv,eau,bouillon,r_associated,26.0,r_holo,26.0,0.0
Pickles mélangés_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Taboulé de fruits d’hiver_merged.csv,couper,fruit,r_agent,30.0,r_instr,30.0,0.0
Flageolets cuisinés_merged.csv,oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
Confiture de prunelles et mûres_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Lapin sauce chasseur_merged.csv,fond,poivre,r_associated,30.0,r_has_part,30.0,0.0
Chou lacto-fermenté_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Baguettines_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Petits choux fourrés_merged.csv,paroi,casserole,r_associated,29.0,r_holo,28.0,-1.0
Panettone poêlé_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Pot-au-feu facile_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Cromesquis de fromage_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Gésiers confits au chutney de mangue en feuilles de brick_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Guacamole très facile_merged.csv,ingrédient,sauce,r_associated,28.0,r_holo,28.0,0.0
Filet mignon de porc sauce champignons de Paris_merged.csv,oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
Purée de pois chiches - hoummos (Liban)_merged.csv,eau,bouillon,r_associated,26.0,r_holo,26.0,0.0
Feijoada ( cassoulet Brésilien )_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Vacherin (glace)_merged.csv,cake,four,r_associated,33.0,r_lieu,32.0,-1.0
"Gaufre brunch, bacon, banane et sirop d_érable_merged.csv",moitié,deuxième,r_associated,31.0,r_carac,31.0,0.0
Poulet au four simple et savoureux_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Poulet au four simple et savoureux_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Fondue d_Epoisses (fromage)_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Délicieux cake à la banane et aux noix du Dr Girafe_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Magret de canard séché de Marielle (19ème rencontre Marmiton)_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Os à moëlle au four_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Millefeuille pomme cannelle_merged.csv,cacao,poudre,r_associated,104.0,r_hypo,101.0,-3.0
Crème brûlée au lait de coco et aux fruits exotiques_merged.csv,crème,plat,r_associated,59.0,r_lieu,59.0,0.0
Crème brûlée au lait de coco et aux fruits exotiques_merged.csv,couper,fruit,r_agent,30.0,r_instr,30.0,0.0
Artichauts à l_italienne_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Baeckeoffe de canard aux épices de Noël et fruits secs_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Baeckeoffe de canard aux épices de Noël et fruits secs_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Filets de sardines grillés_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Filets de sardines grillés_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Suprême de pintade_merged.csv,fond,poivre,r_associated,30.0,r_has_part,30.0,0.0
pieds de cochon au vin blanc_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Châtaignes cuites à l_eau_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Pain d_épices aux raisins_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Pain d_épices aux raisins_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Bisque de homard maison_merged.csv,poivre,piment,r_syn,60.0,r_holo,60.0,0.0
Les vrais légumes farcis à la provençale_merged.csv,oignon,légume,r_associated,145.0,r_isa,142.0,-3.0
Nouilles de riz sautées au poulet_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Salade de fruits hivernale_merged.csv,couper,fruit,r_agent,30.0,r_instr,30.0,0.0
Cake au chocolat et amandes en poudre_merged.csv,cake,four,r_associated,33.0,r_lieu,32.0,-1.0
Cervelle d_agneau en cake _ magéna_merged.csv,cake,four,r_associated,33.0,r_lieu,32.0,-1.0
Accras de morue_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Le pudding de quand j_étais p_tite_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Bunet (italie)_merged.csv,cake,four,r_associated,33.0,r_lieu,32.0,-1.0
Gigot d_agneau _ la recette traditionnelle_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Mojito Fraise_merged.csv,fraise,sirop,r_associated,121.0,r_isa,117.0,-4.0
Pudding chia_merged.csv,amande,graine,r_associated,32.0,r_isa,32.0,0.0
Velouté de haricots verts_merged.csv,eau,bouillon,r_associated,26.0,r_holo,26.0,0.0
Crêpes salées _ les recettes_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Fera aux agrumes et fenouil_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
"Dos de cabillaud en chemise de courgettes, pastèque grillée au vinaigre de sureau, graines de courges et vinaigrette aux agrumes_merged.csv",sel,fin,r_associated,62.0,r_carac,60.0,-2.0
Quiche aux aubergines_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Ratatouille pimentée au thon_merged.csv,poser,couvercle,r_patient,30.0,r_instr,29.0,-1.0
Kouglof alsacien_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
"Omelette aux girolles, ail et persil_merged.csv",salade,vert,r_associated,30.0,r_carac,30.0,0.0
Pâté en croute_merged.csv,sel,saladier,r_associated,35.0,r_lieu,34.0,-1.0
Pelmeni (raviolis russes)_merged.csv,sel,saladier,r_associated,35.0,r_lieu,34.0,-1.0
Poulet tandoori au lait de coco ultra facile_merged.csv,oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
Marmelade aux bergamotes_merged.csv,couper,fruit,r_agent,30.0,r_instr,30.0,0.0
Cailles rôties aux échalotes_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Patates douces à la crème de coco_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Foie mi-cuit au sel et son chutney de poires_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Pacharan (liqueur de prunelle de Navarre)_merged.csv,bouteille,litre,r_syn,104.0,r_hypo,101.0,-3.0
Saumon gravlax_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Saumon gravlax_merged.csv,poivre,piment,r_syn,60.0,r_holo,60.0,0.0
Ris de veau  au madère_merged.csv,fond,poivre,r_associated,30.0,r_has_part,30.0,0.0
"Tarte du soleil ricotta, tomate et tapenade_merged.csv",salade,vert,r_associated,30.0,r_carac,30.0,0.0
Chanterelles au vinaigre_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Saumon au beurre d_épices douces_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Boeuf gros sel_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Boeuf gros sel_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Bûche glacée chocolat au Thermomix_merged.csv,cacao,poudre,r_associated,104.0,r_hypo,101.0,-3.0
Bigorneaux au Naturel_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Bigorneaux au Naturel_merged.csv,sel,fin,r_associated,62.0,r_carac,60.0,-2.0
Boeuf aux oignons à la chinoise_merged.csv,oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
Feuilletés poulet-poireau_merged.csv,eau,bouillon,r_associated,26.0,r_holo,26.0,0.0
Poulet de Bresse au vin jaune et aux morilles_merged.csv,sel,fin,r_associated,62.0,r_carac,60.0,-2.0
Saka-saka_merged.csv,eau,bouillon,r_associated,26.0,r_holo,26.0,0.0
Conchiglioni fourrés épinards ricotta_merged.csv,ingrédient,sauce,r_associated,28.0,r_holo,28.0,0.0
Tajine de poulet à la marocaine_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Agrumes et fromage blanc au four_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Lentilles Vertes du Puy_merged.csv,lentille,salade,r_associated,30.0,r_holo,29.0,-1.0
"Poulet fermier poché, sauce suprême au vin jaune, riz pilaf, asperges blanches rôties_merged.csv",oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
Panna cotta aux fruits de la passion et chocolat blanc_merged.csv,couper,fruit,r_agent,30.0,r_instr,30.0,0.0
Pintade farcie _ recette moelleuse_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Quiche aux poivrons de Virgi_merged.csv,mélange,pesto,r_associated,28.0,r_hypo,27.0,-1.0
Gaspacho d_asperges blanches et vinaigrette au miso_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Welsh traditionnel à la bière brune_merged.csv,salade,vert,r_associated,30.0,r_carac,30.0,0.0
Salade aux crevettes et au soja_merged.csv,ingrédient,sauce,r_associated,28.0,r_holo,28.0,0.0
Ailes de raie aux câpres_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
tourte de pasqua aux fromages (italie)_merged.csv,cake,four,r_associated,33.0,r_lieu,32.0,-1.0
Velouté de chou- fleur_merged.csv,eau,bouillon,r_associated,26.0,r_holo,26.0,0.0
une entrecôte à damner un saint_merged.csv,sel,gros,r_associated,60.0,r_carac,60.0,0.0
Curd aux fruits de la passion_merged.csv,couper,fruit,r_agent,30.0,r_instr,30.0,0.0
Cidre chaud_merged.csv,sucre,roux,r_associated,178.0,r_carac,174.0,-4.0
Filet de Kangourou aux champignons des bois_merged.csv,raisin,sec,r_associated,62.0,r_carac,60.0,-2.0
Rougail saucisses de Jean Christophe_merged.csv,oignon,blanc,r_associated,29.0,r_carac,29.0,0.0
Verres salsa de Megara (32ème rencontre Douai)_merged.csv,ingrédient,sauce,r_associated,28.0,r_holo,28.0,0.0
